"","id","price","title","body","lat","long","posted","updated","header","file","bedrooms","bath","sqft"
"_eby_apa_d_berkeley-gorgeous-furnished-cottage_6812273568.html","6812273568",3950,"$3950 / 2br - GORGEOUS FURNISHED COTTAGE, avail. MARCH 15 (berkeley)","
            QR Code Link to This Post
            
        
GORGEOUS FURNISHED 2BR COTTAGE, available MARCH 15, for short-term lease: 4 months - 1 year. An ideal short-term rental - no need to buy furnishings or setup utilities - everything is included. Just bring your suitcase.
-  The cottage is newly built and is in pristine condition.
-  2 Bedrooms: one with a queen bed, one with a twin bed, plus 100 sq. ft loft.
-  615 sq. ft (57 sq. meters), plus the 100 sq. ft loft.  
-  Generous eat-in kitchen: granite counters, stove/oven, dishwasher, microwave, toaster. All   dishes, pots/pans, silverware included.
-  All linens included: sheets, blankets and towels. 
-   Full bath: shower over a bathtub.
-   Large living room area with comfy couch and stove.  
-  WiFi and 32"" RokuTV included. Watch your favorite shows on Netflix, Amazon, etc.
-  Full size washer/dryer in the the cottage.
-  ALL utilities included in the price: internet, gas, electricity, water, trash service.
-  Beautiful garden with private patio
EXCELLENT LOCATION
-   Quiet, safe residential neighborhood. Close to many shops, cafes and restaurants. 
-   Located on Ward St. near Grant St. 
-   1 mile from downtown Berkeley and the UC Berkeley Campus - a short bike ride away.
-   4 blocks from the Ashby BART (subway) station - 25 minute subway ride to San Francisco.
-   On street parking - no restrictions.
-   A walk score of 92%, and a bike score of 100%.  2 blocks from two bicycle boulevards.
-  Grove Park, with a playground and large field, is only two blocks away.
 Berkeley Public Library, South Branch is only 3 blocks away.
-  Close to Berkeley Bowl Market - an amazing, affordable supermarket with great selection.
LEASE TERMS
-   Rent: $3950/mo.
-   First, Last and $1800 security deposit required
-   4 MONTH MINIMUM STAY, up to 1 year.
-   No pets, no smoking",37.858574,-122.273669,"2019-02-05T11:16:44-0800","2019-02-12T06:53:24-0800","2BR / 1Ba","_eby_apa_d_berkeley-gorgeous-furnished-cottage_6812273568.html",2,1,100
"_eby_apa_d_berkeley-gorgeous-modern-style-1-bed-1_6817238589.html","6817238589",3475,"$3475 / 1br - 649ft2 - Gorgeous modern style 1 bed 1 bath with washer & dryer + 1 month free! (berkeley)","
            QR Code Link to This Post
            
        
Call Now -  show contact info

This is a 1 Bedroom, 1 Bath, approximately 649 Sq. Ft. 
Feel alive. Be delighted. Choose your own adventure at Parker Apartments. Ahead of the trends and out of the box, our downtown Berkeley apartments feature bold, modern design. Artisan homes are outfitted with unique, handcrafted luxuries and au courant style. Progressive amenities include a comfortable co-working space, convenient bike lounge, and Equinox Fitness Club on-site. Enjoy living in a walk-able community, a hub of creative expression with a spirited art and food scene. Do you work in the city? Commuting is a breeze when you live blocks from Ashby and Downtown Berkeley BART. Intrepid. Exciting. Dare to discover your inspiration. 
Features:
Central heating & air conditioning, Custom kitchen back splash, Solid surface counter tops, Wood style flooring, In-home washer/dryer, Walk-in closets, Stunning floor-to-ceiling windows, Stainless steel appliances (gas stove) 
Community Amenities:
Pet spa & grooming, Outdoor courtyards with seating, Personal storage and bike parking, Package concierge, Equinox fitness center, Co-working & business lounge, Parking garage, Onsite leasing staff and 24 hour maintenance, Bike repair station and parts vending machine, Pet-friendly community 
Pet Policy:
Pet friendly. 
Follow This Link for More Information:
http://cl.greystar.com/8p92q3
Equal Housing Opportunity 
das7Iea1ND    ",37.862226,-122.26748,"2019-02-11T16:53:31-0800",NA,"1BR / 1Ba","_eby_apa_d_berkeley-gorgeous-modern-style-1-bed-1_6817238589.html",1,1,649
"_eby_apa_d_berkeley-gorgeous-modern-style-1-bed-1_6817778117.html","6817778117",3500,"$3500 / 1br - 706ft2 - Gorgeous modern style 1 bed 1 bath with Sunrise Views + 1 month FREE! (berkeley)","
            QR Code Link to This Post
            
        
Call Now -  show contact info

This is a 1 Bedroom, 1 Bath, approximately 706 Sq. Ft. 
Feel alive. Be delighted. Choose your own adventure at Parker Apartments. Ahead of the trends and out of the box, our downtown Berkeley apartments feature bold, modern design. Artisan homes are outfitted with unique, handcrafted luxuries and au courant style. Progressive amenities include a comfortable co-working space, convenient bike lounge, and Equinox Fitness Club on-site. Enjoy living in a walk-able community, a hub of creative expression with a spirited art and food scene. Do you work in the city? Commuting is a breeze when you live blocks from Ashby and Downtown Berkeley BART. Intrepid. Exciting. Dare to discover your inspiration. 
Features:
Walk-in closets, Stunning floor-to-ceiling windows, Custom kitchen back splash, Central heating & air conditioning, Solid surface counter tops, Stainless steel appliances (gas stove), Wood style flooring, In-home washer/dryer 
Community Amenities:
Outdoor courtyards with seating, Bike repair station and parts vending machine, Pet-friendly community, Onsite leasing staff and 24 hour maintenance, Parking garage, Package concierge, Co-working & business lounge, Personal storage and bike parking, Pet spa & grooming, Equinox fitness center 
Pet Policy:
Pet friendly. 
Visit This Website to See More:
http://cl.greystar.com/it139u
Equal Housing Opportunity 
KjfUGB3ov    ",37.862226,-122.26748,"2019-02-12T11:29:44-0800","2019-02-12T11:29:45-0800","1BR / 1Ba","_eby_apa_d_berkeley-gorgeous-modern-style-1-bed-1_6817778117.html",1,1,706
"_eby_apa_d_berkeley-gorgeous-modern-style-spacious_6812602678.html","6812602678",5130,"$5130 / 2br - 1218ft2 - Gorgeous modern style Spacious 2 bed 2 bath home w/ Washer & Dryer (berkeley)","
            QR Code Link to This Post
            
        
Daring. Artistic. Berkeley. Feel alive. Be delighted. Choose your own adventure at Parker Apartments. Ahead of the trends and out of the box, our downtown Berkeley apartments feature bold, modern design. Artisan homes are outfitted with unique, handcrafted luxuries and au courant style. Progressive amenities include a comfortable co-working space, convenient bike lounge, and Equinox Fitness Club on-site. Enjoy living in a walk-able community, a hub of creative expression with a spirited art and food scene. Do you work in the city? Commuting is a breeze when you live blocks from Ashby and Downtown Berkeley BART. Intrepid. Exciting. Dare to discover your inspiration.  Call Now:  show contact info
Full Color Brochure Here:http://cl.greystar.com/Lyxb84 This is a 2 Bedroom, 1 Bath, approximately 1218 Sq. Ft. Features - Walk-in closets  - Central heating & air conditioning  - Wood style flooring  - Custom kitchen back splash  - Solid surface counter tops  - In-home washer/dryer  - Stainless steel appliances (gas stove)  - Stunning floor-to-ceiling windows Community Amenities - Parking garage  - Bike repair station and parts vending machine  - Personal storage and bike parking  - Onsite leasing staff and 24 hour maintenance  - Package concierge  - Pet spa & grooming  - Pet-friendly community  - Outdoor courtyards with seating  - Equinox fitness center  - Co-working & business lounge Pet Policy Pet friendly. Office Hours Monday-Friday:9:00AM-6:00PM Parker 2038 Parker Street, Berkeley, CA, 94704Equal Housing Opportunity 2LNLsvLlVg3    ",37.862226,-122.26748,"2019-02-05T17:52:08-0800",NA,"2BR / 2Ba","_eby_apa_d_berkeley-gorgeous-modern-style-spacious_6812602678.html",2,2,1218
"_eby_apa_d_berkeley-gorgeous-two-bedrooms-location_6818006587.html","6818006587",4300,"$4300 / 1br - 776ft2 - Gorgeous two bedrooms! Location Location Location! (berkeley)","
            QR Code Link to This Post
            
        

The property is across the street from U.C. Berkeley!
Come take a look at our Beautiful two bedroom apartment !
Just a block from popular downtown shopping and dining. 
Call and set up your tour TODAY!    ",37.867045,-122.26809,"2019-02-12T15:45:21-0800",NA,"1BR / 1Ba","_eby_apa_d_berkeley-gorgeous-two-bedrooms-location_6818006587.html",1,1,776
"_eby_apa_d_berkeley-great-location-few-blocks-from_6817744440.html","6817744440",1500,"$1500 / 1br - Great location, few blocks from UC Berkeley (berkeley)","
            QR Code Link to This Post
            
        
Neat and sunny furnished one-bedroom apartment with full kitchen, separate dining and living room, 48"" Smart TV, satellite premium package, WiFi, laundry and courtyard. Fully furnished with housewares, utensils, linens--everything you need to live comfortably from the moment you arrive. Apartments available for short- and long-term rental.",37.8664,-122.257,"2019-02-12T10:56:56-0800",NA,"1BR / 1Ba","_eby_apa_d_berkeley-great-location-few-blocks-from_6817744440.html",1,1,NA
"_eby_apa_d_berkeley-great-remodeled-apt-in-top_6815411612.html","6815411612",3390,"$3390 / 2br - 1100ft2 - Great Remodeled Apt. in top location; 3 blocks to UCB; June 1 (berkeley)","
            QR Code Link to This Post
            
        
This 2+ bedroom, 1-bathroom apartment is located on the second floor of a charming 4-unit building. It features high ceilings and hardwood floors throughout. The entire kitchen was recently remodeled with new cabinets and new appliances, including a dishwasher.   The living room is large, the bedrooms are spacious, and the bathroom has a bathtub/shower. A small sunroom affords some view of the San Francisco bay (the view is also visible from one of the living room windows).  
Located in one of the most desirable neighborhoods in Berkeley, the apartment is just 3 blocks from the UC campus and the popular shops and restaurants of the gourmet ghetto. One covered parking space is included. Garbage paid by landlord. No smoking. No pets. Rent based on 2 adults.  $3590/month for 3 adults.  Available June 1. Square footage is approximate.    ",37.878925,-122.26498,"2019-02-09T09:41:31-0800",NA,"2BR / 1Ba","_eby_apa_d_berkeley-great-remodeled-apt-in-top_6815411612.html",2,1,1100
"_eby_apa_d_berkeley-greetings-overseas-domestic_6815805930.html","6815805930",1988,"$1988 / 1br - GREETINGS OVERSEAS & DOMESTIC VISITORS (berkeley)","
            QR Code Link to This Post
            
        
Welcome to beautiful Berkeley!
This is not a SHARED rental. There is no one to share with & you get the FULL house to yourself.
Because of teaching commitments I will be traveling away from February 2019 until around Sep2019. I am therefore making my furnished home available for this period. Many visiting scholars, internationals, professionals & out of state-ers have stayed here over the years. It is a small private home located in a SAFE family area among caring neighbors.
If you are looking for a bridging residence while you are visiting or need a place while you search for more permanent housing, this could be for you. It has hardwood floors, an off-street parking space a private yard and all necessary amenities for a comfortable stay. It is within a short walking distance to UC Berkeley, supermarket, BART and downtown.
It is big enough for 2 adults who are non-smokers and have no pets. As this is my primary residence I would also preferVegetarians.If this sounds interesting please write with your professional details, number of proposed tenants, flexible move-in date and contact details. A refundable security deposit is also required.    ",37.8664,-122.257,"2019-02-09T18:14:32-0800",NA,"1BR / 1Ba","_eby_apa_d_berkeley-greetings-overseas-domestic_6815805930.html",1,1,NA
"_eby_apa_d_berkeley-hard-surface-flooring-99_6812608282.html","6812608282",4000,"$4000 / 2br - 777ft2 - Hard Surface Flooring, $99 Security Deposit, USB Outlets & Fiber Internet, Rooft (berkeley)","
            QR Code Link to This Post
            
        
 $99 Deposit when you Look & Lease!  The Dwight 2121 Dwight Way, Berkeley, CA, 94704Call Now -  show contact info
 x 27OR Text 27 to  show contact info
 to text our team directly.Interested In This Unit? Use this link for more details:http://cl.greystar.com/h83ru7 Survival of the happiest This is a 2 Bedroom, 1 Bath, approximately 777 Sq. Ft.  Berkeley's modern apartments designed to make you happy. Mellow out on a rooftop terrace with gas grills, fire pits, dining area and heaters; or mingle in the resident lounge and activity room. Pamper your furry friend at the pet run and washing station. Inside your home, large windows, 9-foot ceilings, quartz countertops, tile backsplashes and hard-surface flooring lend sophistication to your space. Proximity to UC, public transit and Berkeley's unique shops and restaurants connects you to the larger community.The Dwight. Apartment living, evolved. Office Hours:Monday-Saturday:9:00AM-6:00PMEqual Housing Opportunity G8U9lz9q1H4n    ",37.864087,-122.267292,"2019-02-05T18:02:02-0800",NA,"2BR / 1Ba","_eby_apa_d_berkeley-hard-surface-flooring-99_6812608282.html",2,1,777
"_eby_apa_d_berkeley-hard-surface-flooring-bike_6814839847.html","6814839847",4000,"$4000 / 2br - 777ft2 - Hard Surface Flooring, Bike Room & Workshop, Rooftop Terrace, $99 Security Depos (berkeley)","
            QR Code Link to This Post
            
        
 $99 Deposit when you Look & Lease!  Welcome to The DwightCall Now -  show contact info
 x 30OR Text 30 to  show contact info
 to text us. This is a 2 Bedroom, 1 Bath, approximately 777 Sq. Ft.  Berkeley's modern apartments designed to make you happy. Mellow out on a rooftop terrace with gas grills, fire pits, dining area and heaters; or mingle in the resident lounge and activity room. Pamper your furry friend at the pet run and washing station. Inside your home, large windows, 9-foot ceilings, quartz countertops, tile backsplashes and hard-surface flooring lend sophistication to your space. Proximity to UC, public transit and Berkeley's unique shops and restaurants connects you to the larger community.The Dwight. Apartment living, evolved.  Features: Air Conditioning, Great Kitchens, 9' Ceilings, 8' Solid Core Doors, USB Outlets & Fiber Internet, Energy Star Appliances, Hard Surface Flooring, Large Windows, LG Washers & Dryers  Community Amenities: Outdoor Heaters, Bike Room & Workshop, Rooftop Terrace, Dog Area & Washing Station Use the link below for more details:http://cl.greystar.com/3586c9Equal Housing Opportunity vwmynnL7    ",37.8664,-122.257,"2019-02-08T13:18:10-0800",NA,"2BR / 1Ba","_eby_apa_d_berkeley-hard-surface-flooring-bike_6814839847.html",2,1,777
"_eby_apa_d_berkeley-head-turning-style_6816349216.html","6816349216",3435,"$3435 / 2br - 1035ft2 - Head-turning Style, Extraordinary Location. $3435 Lease NOW !!!!! (emeryville)","
            QR Code Link to This Post
            
        
Easily accessible by car or mass transit, Fantastic amenities, state of art physical fitness center with 24 hour access, heated swimming pool, jacuzzi, pet park. Did I mention the beautiful club house & business center with free wifi steps away from your door. Call today to schedule a tour of our community here at Courtyards At 65th Street Apartments.    ",37.846477,-122.293468,"2019-02-10T15:08:42-0800",NA,"2BR / 2Ba","_eby_apa_d_berkeley-head-turning-style_6816349216.html",2,2,1035
"_eby_apa_d_berkeley-head-turning-style_6817018523.html","6817018523",3435,"$3435 / 2br - 1035ft2 - Head-turning Style, Extraordinary Location. $3435 Lease NOW !!!!! (emeryville)","
            QR Code Link to This Post
            
        
Easily accessible by car or mass transit, Fantastic amenities, state of art physical fitness center with 24 hour access, heated swimming pool, jacuzzi, pet park. Did I mention the beautiful club house and a business center with free wifi steps away from your door. Call today to schedule a tour of our community here at Courtyards At 65th Street Apartments.    ",37.846477,-122.293468,"2019-02-11T12:28:08-0800",NA,"2BR / 2Ba","_eby_apa_d_berkeley-head-turning-style_6817018523.html",2,2,1035
"_eby_apa_d_berkeley-hills-cottage-must-see_6814942248.html","6814942248",2950,"$2950 / 1br - 900ft2 - Berkeley Hills Cottage-MUST SEE (berkeley north / hills)","
            QR Code Link to This Post
            
        
Beautiful and private cottage in the Berkeley Hills near Tilden Park.
1 large light-filled bedroom
1 large light-filled bathroom with full washer and dryer and giant shower!
1 large light-filled kitchen area with standard size gas stove/oven. Full-size refrigerator and microwave. All stainless!
Living room and office area with gas burning stove for ambiance and good source of heating.
French doors lead to private deck overlooking gorgeous and spacious yard.
$2,950/mo. + $100 for utilities, water and garbage.
(First, last and $1,000 deposit to move in)
NO PETS
NON-SMOKER
BEST SUITED FOR SINGLE PERSON.
Available now
See photos at http://cohencottage.shutterfly.com/pictures/8
Email me if you are interested in viewing the rental.    ",37.903825,-122.27388,"2019-02-08T15:16:00-0800",NA,"1BR / 1Ba","_eby_apa_d_berkeley-hills-cottage-must-see_6814942248.html",1,1,900
"_eby_apa_d_berkeley-historic-berkeley-hills-house_6810677552.html","6810677552",3900,"$3900 / 2br - HISTORIC BERKELEY HILLS HOUSE (berkeley north / hills)","
            QR Code Link to This Post
            
        
This bright and sunny two bedroom, one bath house is loaded with charm. True to the original 1925 aesthetic, it features a brown shingled exterior, hardwood floors, fireplaces and built ins with loads of storage.  Enter through a beautifully landscaped private garden with stone patios and chiminea.  Fantastic historic neighborhood close to the Rose Garden, Greenwood Commons, public transportation and walking distance to CAL
Contact Ruth at  show contact info

$3900 plus utilities
Available March 1    ",37.883325,-122.26038,"2019-02-03T10:32:17-0800","2019-02-10T08:40:01-0800","2BR / 1Ba","_eby_apa_d_berkeley-historic-berkeley-hills-house_6810677552.html",2,1,NA
"_eby_apa_d_berkeley-home-with-view-3600_6806385749.html","6806385749",3600,"$3600 / 2br - Home with a view $3600 (berkeley north / hills)","
            QR Code Link to This Post
            
        
Beautiful 2 bedroom home in the hills with a stunning view over Wildcat Canyon in peaceful neighborhood walking distance to trails and Tilden Park. The house has a large garage, useful for storage. Easy street with no restrictions.
The house has two levels and I live on the ground floor and work at home. I'm magazine/film editor and yogi.
I love the silence and peaceful surrounding and am looking for tenants who love the same.
The house will be available early 2019. If you are interested please respond and tell me more about yourself.",37.8918,-122.2604,"2019-01-28T18:30:37-0800","2019-02-08T19:33:00-0800","2BR / 1Ba","_eby_apa_d_berkeley-home-with-view-3600_6806385749.html",2,1,NA
"_eby_apa_d_berkeley-huge-1-bedroom-by-bart-ashby_6798966445.html","6798966445",1998,"$1998 / 1br - 790ft2 - Huge 1 bedroom by BART Ashby @ Shattuck (berkeley)","
            QR Code Link to This Post
            
        
popular area 1/2 block from Ashby BART and 2 blocks south of old Berkeley Bowl
Accessible, ground floor
Newer building on Ashby near Shattuck modern interior space, dining area,  living room
efficiency, peace, privacy, behind locked entry gate
on the first floor of this secured residential portion of this distinct building
at 2076 Ashby #101
street parking, lots of light, you pay the utilities
deposit of $2000 required
One year lease
pets pay $995 per year
will show Sat at 1:20 pm 
    ( also possible: daily at 9:15 am by
prior APPOINTMENT  )show contact info
    ",37.855,-122.267103,"2019-01-19T11:22:39-0800","2019-02-12T06:58:42-0800","1BR / 1Ba","_eby_apa_d_berkeley-huge-1-bedroom-by-bart-ashby_6798966445.html",1,1,790
"_eby_apa_d_berkeley-huge-2-bed-4-blocks-uc_6797752523.html","6797752523",3999,"$3999 / 2br - 1000ft2 - Huge 2-bed 4 blocks uc Berkeley gated shops available now or 6/1 (berkeley)","
            QR Code Link to This Post
            
        
2533 Hillegass Ave, Berkeley, CA 
4 Blocks from UC Berkeley, 
High Security gated building, 
Close to shopping, bart, etc. ** 
2BR/1+1BA Apartment 
$3,999/month Bedrooms 2 Bathrooms 1 full, 1 partial (sink Only)
Sq Footage 1000
Parking available at $125 per month
Pet Policy $50 pet rent and deposit goes up $500
Deposit $4500
DESCRIPTION 
--------------------------------------------------------------------------------
** Large 2-bedroom with a Breakfast Nook ** Ample closet Space ** Huge Living Room ** Updated Kitchen W/ Granite countertops, newer appliances ** This is a Great location, 4 blocks from main Campus enterance, steps to restaurants, shopping, coffee shop, etc. ** Elevator access ** Covered secured gated parking $145 extra ** Good natural light. Huge sliding window. ** Coin Operated Laundry in the building ** Water and Garbage utilities included ** 
** BIG ENOUGH FOR multiple roommates **. Price is for up to 4 people. Rent will go up $250 for the 5th person!
** Balcony
** Eventhough there is 1 full bathroom there is an additional sink and counter outside of the bathroom.
** PLEASE NOTE: The pictures posted could be of an identical plan unit and not the actual one. 
--------------------------------------------------------------------------------
- Breakfast nook - Dining room - Living room - Refrigerator - Stove/Oven - Balcony, Deck, or Patio - Central heat - Granite countertop 
COMMUNITY FEATURES 
--------------------------------------------------------------------------------
- Laundry on-site 
LEASE TERMS 
--------------------------------------------------------------------------------
** Lease length negotiable ** Filled out application - $35 application fee per applicant - I do require cosigner apps for people with no credit.
This is available now!  I am ok with a June 1st lease start date but not later.
Text Parham at  show contact info

Showing by appointment!
Link to app:
https://docs.google.com/document/d/1Nta_ZAE22JGvuUUb_jGft6bQFPAc3hoCOHTbMkRDmwI/mobilebasic    ",37.864487,-122.256289,"2019-01-17T21:16:22-0800","2019-02-12T08:17:00-0800","2BR / 1.5Ba","_eby_apa_d_berkeley-huge-2-bed-4-blocks-uc_6797752523.html",2,5,1000
"_eby_apa_d_berkeley-huge-2-bed-4-blocks-uc_6810817547.html","6810817547",3999,"$3999 / 2br - 1000ft2 - Huge 2-bed 4 blocks uc Berkeley gated shops available now or 6/1 (berkeley)","
            QR Code Link to This Post
            
        
2533 Hillegass Ave, Berkeley, CA 
4 Blocks from UC Berkeley, 
High Security gated building, 
Close to shopping, bart, etc. ** 
2BR/1+1BA Apartment 
$3,999/month Bedrooms 2 Bathrooms 1 full, 1 partial (sink Only)
Sq Footage 1000
Parking available at $125 per month
Pet Policy $50 pet rent and deposit goes up $500
Deposit $4500
DESCRIPTION 
--------------------------------------------------------------------------------
** Large 2-bedroom with a Breakfast Nook ** Ample closet Space ** Huge Living Room ** Updated Kitchen W/ Granite countertops, newer appliances ** This is a Great location, 4 blocks from main Campus enterance, steps to restaurants, shopping, coffee shop, etc. ** Elevator access ** Covered secured gated parking $145 extra ** Good natural light. Huge sliding window. ** Coin Operated Laundry in the building ** Water and Garbage utilities included ** 
** BIG ENOUGH FOR multiple roommates **. Price is for up to 4 people. Rent will go up $250 for the 5th person!
** Balcony
** Eventhough there is 1 full bathroom there is an additional sink and counter outside of the bathroom.
** NOT Available for summer move in! 
** PLEASE NOTE: The pictures posted could be of an identical plan unit and not the actual one. 
--------------------------------------------------------------------------------
- Breakfast nook - Dining room - Living room - Refrigerator - Stove/Oven - Balcony, Deck, or Patio - Central heat - Granite countertop 
COMMUNITY FEATURES 
--------------------------------------------------------------------------------
- Laundry on-site 
LEASE TERMS 
--------------------------------------------------------------------------------
** Lease length negotiable ** Filled out application - $35 application fee per applicant - I do require cosigner apps for people with no credit.
This is available now or 6/1.  
Text Parham at  show contact info

Showing by appointment!
Link to app:
https://docs.google.com/document/d/1Nta_ZAE22JGvuUUb_jGft6bQFPAc3hoCOHTbMkRDmwI/mobilebasic    ",37.864487,-122.256289,"2019-02-03T13:34:28-0800","2019-02-10T11:03:35-0800","2BR / 1.5Ba","_eby_apa_d_berkeley-huge-2-bed-4-blocks-uc_6810817547.html",2,5,1000
"_eby_apa_d_berkeley-huge-beautiful-flat-very-close_6817173879.html","6817173879",3275,"$3275 / 2br - Huge beautiful flat very close to UC and BART (berkeley)","
            QR Code Link to This Post
            
        
Very large two bedroom unit.   Beautiful hardwood floors throughout.  Separate laundry room with washer/dryer hook-ups.   Off street parking.   Very close to U.C. campus.   
Address: 1766 Walnut  cross street is Virginia Berkeley
Rent $3275
Deposit $6550
Total move in $9825
Lease: One year that goes month to month after the first year
Utilities: Owner pays garbage
castle ro ck rea lty 
Broker BRE#r00901536
castl e ro ck ren tals a t ya hoo dot co m    ",37.875446,-122.267833,"2019-02-11T15:20:09-0800",NA,"2BR / 1Ba","_eby_apa_d_berkeley-huge-beautiful-flat-very-close_6817173879.html",2,1,NA
"_eby_apa_d_berkeley-immac-well-maintained-2-bd_6814782161.html","6814782161",2300,"$2300 / 2br - 685ft2 - Immac, Well-Maintained 2 Bd w/Hdwd Flrs, Near Campus & Whole Foods (berkeley)","
            QR Code Link to This Post
            
        
2918 DEAKIN STREET, #2, BERKELEY, CA
Wonderfully maintained top floor, 2 bedroom apartment in a great location less than 1
mile from Campus, 1 block from Whole Foods and about 5 blocks from Ashby BART!
Also located within walking distance of College Avenue dining. The building has on-site,
coin-operated laundry and consists of 7 units. The building is situated on a quiet, friendly,
neighborhood street! This is a wonderful, well-maintained complex with great tenants for
neighbors!
AMENITIES
Ã¢ÂÂ Hardwood Floors Throughout!
Ã¢ÂÂ New Paint
Ã¢ÂÂ Updated Eat In Kitchen with Granite Counters & Maple Cabinets
Ã¢ÂÂ Updated Bathroom
Ã¢ÂÂ Off Street Parking Space $35/Mo

LEASE TERMS
$2,300 per Month. $2,350 Security Deposit.
1 Year Lease Required. Tenant pays for PG&E and Water.
No Pets. Non-Smokers Only.

VIEWING INSTRUCTIONS
Please call Pete at  show contact info
 (Cell-Call before 8 PM please) or email to find out
how to see the unit.  Please indicate the street name in your message.  Thank you!    ",37.85627,-122.262511,"2019-02-08T12:17:52-0800",NA,"2BR / 1Ba","_eby_apa_d_berkeley-immac-well-maintained-2-bd_6814782161.html",2,1,685
"_eby_apa_d_berkeley-immediate-move-in-live-in_6816386346.html","6816386346",4000,"$4000 / 2br - 789ft2 - Immediate Move in! Live in Downtown Berkeley! 2x2! (berkeley)","
            QR Code Link to This Post
            
        
Call Us Today   show contact info

	You will love coming home to this brand new two bedroom two bathroom apartment home. Hardwood floors throughout and beautiful finishes in every room! Don't miss out on this unique modern and industrial home in downtown Berkeley. 
	The ARTech Building is situated on the corner of the Berkeley's Arts District, the home of the Berkeley Repertory & Aurora Theater.
	Berkeley Apartments - ARTech
	More Photos http://www.equityapartments.com/san-francisco-bay/berkeley/berkeley-apartments-artech?ilsid=93
    ",37.87093,-122.271023,"2019-02-10T16:07:16-0800",NA,"2BR / 2Ba","_eby_apa_d_berkeley-immediate-move-in-live-in_6816386346.html",2,2,789
"_eby_apa_d_berkeley-immediate-move-in-live-in_6817204735.html","6817204735",2343,"$2343 / 1br - 365ft2 - Immediate Move in! Live in Downtown Berkeley! 1x1! (berkeley)","
            QR Code Link to This Post
            
        
Call Us Today   show contact info

	High urban living with the Cronus 1 bedroom apartment @ the Gaia.
	The Gaia apartments sit one block west of UC Berkeley campus at the corner of Shattuck Avenue and Allston Way. Gaia apartments are located moments from the downtown Berkeley BART station within walking distance of many stores and restaurants. Gaia apartments feature 91 beautifully designed contemporary apartments, a resort-like rooftop deck, a playful courtyard, and an unbeatably convenient location. Come see everything Gaia apartments have to offer! 

	Berkeley Apartments - Gaia
	More Photos http://www.equityapartments.com/san-francisco-bay/berkeley/berkeley-apartments-gaia?ilsid=93
    ",37.869574,-122.267937,"2019-02-11T16:02:09-0800",NA,"1BR / 1Ba","_eby_apa_d_berkeley-immediate-move-in-live-in_6817204735.html",1,1,365
"_eby_apa_d_berkeley-immediate-move-in-live-in_6817855429.html","6817855429",4000,"$4000 / 2br - 789ft2 - Immediate Move in! Live in Downtown Berkeley! 2x2! (berkeley)","
            QR Code Link to This Post
            
        
Call Us Today   show contact info

	You will love coming home to this brand new two bedroom two bathroom apartment home. Hardwood floors throughout and beautiful finishes in every room! Don't miss out on this unique modern and industrial home in downtown Berkeley. 
	The ARTech Building is situated on the corner of the Berkeley's Arts District, the home of the Berkeley Repertory & Aurora Theater.
	Berkeley Apartments - ARTech
	More Photos http://www.equityapartments.com/san-francisco-bay/berkeley/berkeley-apartments-artech?ilsid=93
    ",37.87093,-122.271023,"2019-02-12T12:47:32-0800",NA,"2BR / 2Ba","_eby_apa_d_berkeley-immediate-move-in-live-in_6817855429.html",2,2,789
"_eby_apa_d_berkeley-in-beautiful-elmwood-location_6815036782.html","6815036782",2025,"$2025 / 1br - in Beautiful Elmwood Location (berkeley)","
            QR Code Link to This Post
            
        
$2,025/mo 1 Bdrm Apt in Beautiful Elmwood Location 
Located at 2923 Florence Street, Berkeley, CA 94705
Main intersection is Telegraph and Ashby (Berkeley)
Security deposit is $4,050
RENTAL FEATURES
Spacious 1 Bedroom/ 1 Bath Apartment on the 3rd floor corner
Approximately 650 sq. ft. with wall to wall carpeting and vinyl flooring
Sorry, NO Pets
Lots of natural light from large windows
All Electric Kitchen with dishwasher, garbage disposal 
Large Bedroom Closet & Additional Hallway Closet and Cabinets
Gas Wall Heater
Wired for Cable and in DSL range
Co-op laundry on site
Rent includes: Water/ Garbage/Recycling
Carport Parking for additional $50/mo 
NON SMOKERS ONLY
PROPERTY FEATURES
Close walk to Ashby BART (10 minutes), Rockridge BART (20 minutes) AC Transit connections ÃÂ½ block away.  Close to College Ave. restaurants and one block away from Whole Foods and Starbucks  
CONTACT  
For more information EMAIL:   show contact info

                                    PHONE:   show contact info
",37.856735,-122.25837,"2019-02-08T17:39:49-0800","2019-02-11T06:42:52-0800","1BR / 1Ba","_eby_apa_d_berkeley-in-beautiful-elmwood-location_6815036782.html",1,1,650
