"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Fragile and conflict affected situations","FCS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","40.856742921285","41.3806450834224","41.9271281383393","42.5018981194226","43.1045498294264","43.7272889307358","44.3574611025296","44.9788726018588","45.5785267522518","46.1506008211933","46.6935263609922","47.2113581349137","47.711623754057","48.1976868133783","48.6681318294956","49.1181655634023","49.5421777183726","49.939389355768","50.3153642273905","50.6796208675834","51.0438681214244","51.5268458128482","51.916071761875","52.3190327850024","52.731624964385","53.1441110613162","53.5459252851803","53.9281871858115","54.2679722464404","54.5681070531988","54.9237592046619","55.1350379895428","55.3100040734906","55.4624754527532","55.603236438139","55.7425858840426","55.8881878434718","56.0474415608897","56.2189113548583","56.4047085022224","56.6470724895107","56.9294870041715","57.255467704354","57.6201660150562","58.0169036369832","58.4365160130247","58.8699661801182","59.3046838347116","59.7285415988692","60.1344029701547","60.518721295148","60.8854535910178","61.2426187052937","61.5940728836757","61.9376612483626","62.2707528496788","62.5937606489911","62.9063789416873","",
"Finland","FIN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.819756097561","68.8441463414634","68.5778048780488","69.0126829268293","69.2209756097561","68.9778048780488","69.4770731707317","69.6665853658537","69.6163414634146","69.5034146341464","70.179512195122","70.0175609756098","70.7073170731707","71.2236585365854","71.1348780487805","71.6736585365854","71.8129268292683","72.350243902439","72.8970731707317","73.1553658536586","73.44","73.7465853658537","74.2980487804878","74.2009756097561","74.5190243902439","74.2229268292683","74.56","74.5919512195122","74.5770731707317","74.7921951219512","74.8131707317073","75.2275609756098","75.4553658536585","75.7051219512195","76.3956097560976","76.409512195122","76.6934146341464","76.8785365853659","77.0907317073171","77.2912195121951","77.4658536585366","77.9658536585366","78.119512195122","78.3682926829268","78.7146341463415","78.8170731707317","79.2146341463415","79.2634146341464","79.5682926829268","79.719512195122","79.8707317073171","80.4707317073171","80.6268292682927","80.9756097560976","81.1804878048781","81.4804878048781","81.4292682926829","81.4292682926829","",
"Fiji","FJI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","55.86","56.292","56.716","57.133","57.545","57.95","58.35","58.741","59.123","59.495","59.857","60.207","60.546","60.873","61.191","61.5","61.803","62.102","62.397","62.689","62.978","63.262","63.54","63.811","64.074","64.329","64.577","64.818","65.054","65.284","65.51","65.731","65.948","66.161","66.37","66.575","66.777","66.976","67.172","67.365","67.553","67.734","67.91","68.079","68.243","68.405","68.569","68.737","68.909","69.087","69.267","69.448","69.625","69.796","69.96","70.117","70.269","70.417","",
"France","FRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.8682926829268","70.1170731707317","70.3146341463415","70.5146341463415","70.6634146341463","70.8121951219512","70.9609756097561","71.1609756097561","71.309756097561","71.4585365853659","71.6585365853659","71.9073170731707","72.1073170731707","72.3560975609756","72.6048780487805","72.8536585365854","73.1024390243903","73.3512195121951","73.6024390243903","73.8512195121951","74.0512195121951","74.3","74.5","74.8","75","75.3","75.6","75.8","76.1","76.3487804878049","76.6","76.8487804878049","77.1","77.3","77.6487804878049","77.7512195121951","77.9536585365854","78.3048780487805","78.6048780487805","78.7560975609756","79.0560975609756","79.1585365853659","79.2609756097561","79.1146341463415","80.1634146341463","80.1634146341463","80.8121951219512","81.1121951219512","81.2146341463415","81.4146341463415","81.6634146341463","82.1146341463415","81.9682926829268","82.219512195122","82.6707317073171","82.3219512195122","82.5243902439024","82.5243902439024","",
"Faroe Islands","FRO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","74.4975609756098","","","","","75.9853658536586","","","","","","","","75.2146341463415","75.4658536585366","75.7146341463415","75.9146341463415","76.1146341463415","76.4146341463415","76.6146341463415","76.8146341463415","77.0658536585366","77.3682926829268","77.5707317073171","77.8243902439025","78.0268292682927","78.2804878048781","78.4341463414634","78.6365853658537","78.7878048780488","78.990243902439","79.190243902439","79.4414634146342","79.690243902439","79.890243902439","80.1390243902439","80.3878048780488","80.5878048780488","80.890243902439","81.1414634146341","81.3926829268293","81.6951219512195","81.9463414634146","82.1975609756098","82.4","",
"Micronesia, Fed. Sts.","FSM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","57.58","57.98","58.379","58.777","59.176","59.576","59.979","60.386","60.797","61.211","61.634","62.071","62.519","62.971","63.419","63.843","64.225","64.552","64.817","65.021","65.171","65.28","65.368","65.452","65.541","65.641","65.752","65.868","65.983","66.098","66.212","66.325","66.439","66.552","66.665","66.776","66.884","66.99","67.092","67.195","67.3","67.414","67.539","67.675","67.82","67.969","68.115","68.251","68.375","68.484","68.582","68.673","68.765","68.862","68.966","69.078","69.195","69.316","",
"Gabon","GAB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","39.587","39.946","40.392","40.944","41.606","42.367","43.204","44.082","44.966","45.842","46.698","47.535","48.363","49.19","50.018","50.846","51.676","52.51","53.344","54.177","55.014","55.864","56.722","57.574","58.398","59.162","59.832","60.382","60.798","61.075","61.215","61.23","61.152","61.012","60.832","60.619","60.372","60.095","59.804","59.527","59.302","59.171","59.154","59.266","59.512","59.89","60.388","60.969","61.597","62.247","62.893","63.519","64.119","64.686","65.211","65.685","66.105","66.48","",
"United Kingdom","GBR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.1268292682927","70.8780487804878","70.9268292682927","70.8268292682927","71.6243902439024","71.6243902439024","71.5731707317073","72.1243902439024","71.7243902439025","71.7219512195122","71.9731707317073","72.2731707317073","72.1243902439024","72.3243902439024","72.5243902439024","72.7243902439024","72.7756097560976","73.2243902439024","73.1756097560976","73.2756097560976","73.6756097560976","74.0268292682927","74.1780487804878","74.3780487804878","74.7780487804878","74.6292682926829","74.9292682926829","75.280487804878","75.3804878048781","75.5829268292683","75.8804878048781","76.0829268292683","76.4341463414634","76.3853658536585","76.8853658536585","76.8365853658537","77.0878048780488","77.2109756097561","77.190243902439","77.390243902439","77.7414634146342","77.9926829268293","78.1439024390244","78.4463414634146","78.7463414634146","79.0487804878049","79.2487804878049","79.4487804878049","79.6","80.0512195121951","80.4024390243902","80.9512195121951","80.9048780487805","81.0048780487805","81.3048780487805","80.9560975609756","81.1560975609756","81.1560975609756","",
"Georgia","GEO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","63.651","64.058","64.468","64.88","65.291","65.694","66.083","66.454","66.805","67.136","67.452","67.766","68.082","68.401","68.718","69.014","69.266","69.461","69.592","69.665","69.7","69.726","69.768","69.844","69.954","70.083","70.204","70.288","70.323","70.311","70.268","70.22","70.196","70.222","70.307","70.462","70.687","70.966","71.274","71.596","71.907","72.182","72.408","72.575","72.682","72.73","72.73","72.704","72.673","72.65","72.649","72.68","72.742","72.832","72.951","73.096","73.261","73.436","",
"Ghana","GHA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","45.844","46.28","46.697","47.094","47.47","47.824","48.156","48.469","48.768","49.056","49.339","49.623","49.911","50.204","50.505","50.809","51.11","51.405","51.693","51.977","52.268","52.575","52.907","53.272","53.67","54.111","54.605","55.14","55.697","56.251","56.755","57.16","57.439","57.583","57.598","57.507","57.347","57.171","57.032","56.962","56.994","57.147","57.41","57.761","58.187","58.666","59.167","59.663","60.128","60.55","60.924","61.254","61.561","61.86","62.154","62.448","62.742","63.033","",
"Gibraltar","GIB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","34.89","35.086","35.266","35.432","35.588","35.74","35.891","36.048","36.222","36.421","36.656","36.933","37.255","37.623","38.039","38.498","38.993","39.517","40.068","40.65","41.279","41.977","42.753","43.607","44.522","45.482","46.463","47.434","48.359","49.208","49.949","50.557","51.032","51.381","51.61","51.717","51.701","51.592","51.434","51.273","51.181","51.229","51.451","51.859","52.444","53.17","53.972","54.775","55.521","56.185","56.765","57.282","57.782","58.301","58.846","59.419","60.015","60.617","",
"Gambia, The","GMB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","32.035","32.317","32.651","33.05","33.523","34.076","34.711","35.417","36.178","36.985","37.824","38.685","39.556","40.429","41.293","42.146","42.989","43.827","44.66","45.483","46.293","47.087","47.86","48.603","49.308","49.958","50.537","51.042","51.476","51.849","52.176","52.481","52.786","53.11","53.461","53.844","54.254","54.676","55.097","55.513","55.924","56.329","56.732","57.132","57.527","57.914","58.289","58.648","58.991","59.316","59.622","59.911","60.187","60.452","60.707","60.954","61.193","61.424","",
"Guinea-Bissau","GNB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","37.854","38.157","38.481","38.828","39.195","39.58","39.975","40.372","40.767","41.155","41.538","41.917","42.295","42.679","43.068","43.465","43.873","44.292","44.717","45.146","45.569","45.979","46.369","46.737","47.084","47.414","47.734","48.054","48.381","48.718","49.071","49.441","49.825","50.213","50.599","50.969","51.306","51.604","51.86","52.079","52.27","52.45","52.636","52.845","53.084","53.357","53.663","53.991","54.333","54.687","55.05","55.424","55.807","56.2","56.598","57","57.403","57.805","",
"Equatorial Guinea","GNQ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","36.74","37.041","37.342","37.642","37.942","38.242","38.542","38.842","39.142","39.443","39.738","40.019","40.288","40.55","40.818","41.122","41.493","41.95","42.493","43.111","43.772","44.434","45.054","45.604","46.074","46.469","46.81","47.135","47.473","47.838","48.239","48.677","49.142","49.62","50.104","50.588","51.062","51.521","51.959","52.371","52.752","53.099","53.415","53.709","53.987","54.262","54.55","54.858","55.19","55.543","55.908","56.265","56.601","56.905","57.18","57.434","57.681","57.939","",
"Greece","GRC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.1639024390244","68.5486341463415","68.8922682926829","69.1857073170732","69.4294390243902","69.638","69.8374634146341","70.0524634146342","70.3025609756098","70.5892926829268","70.9036341463415","71.2265609756098","71.535","71.8148536585366","72.0646341463415","72.2937073170732","72.5195609756098","72.7616585365854","73.0310731707317","73.3293658536585","73.6471463414634","73.9694878048781","74.279","74.5658536585366","74.8291219512195","75.078512195122","75.3297073170732","75.5981463414634","75.891243902439","76.6878048780488","76.9390243902439","77.1365853658537","77.3829268292683","77.390243902439","77.6390243902439","77.5853658536585","77.6853658536585","78.1365853658537","77.8390243902439","77.9878048780488","77.8878048780488","78.3878048780488","78.6414634146341","78.8414634146341","79.0390243902439","79.2390243902439","79.4390243902439","79.4390243902439","79.9390243902439","80.1878048780488","80.3878048780488","80.7317073170732","80.6341463414634","81.2853658536585","81.3853658536585","81.0365853658537","81.3878048780488","81.3878048780488","",
"Grenada","GRD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.068","60.503","60.924","61.331","61.725","62.107","62.477","62.835","63.181","63.517","63.843","64.158","64.462","64.755","65.038","65.312","65.577","65.833","66.081","66.322","66.557","66.787","67.012","67.233","67.449","67.66","67.864","68.06","68.247","68.427","68.6","68.765","68.925","69.083","69.241","69.402","69.57","69.748","69.934","70.131","70.337","70.551","70.77","70.991","71.213","71.438","71.667","71.903","72.142","72.383","72.618","72.84","73.044","73.227","73.388","73.531","73.659","73.78","",
"Greenland","GRL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","63.4146341463415","63.9548780487805","63.449756097561","63.0748780487805","63.1926829268293","63.3","63.4665853658537","63.8336585365854","64.2487804878049","64.6541463414634","64.5824390243903","64.6675609756098","65.0682926829268","65.0317073170732","65.1960975609756","65.5853658536585","65.9009756097561","65.6441463414634","65.7673170731707","65.7980487804878","66.1570731707317","66.4034146341464","66.9634146341463","67.6078048780488","68.1626829268293","68.4353658536586","68.8068292682927","69.2207317073171","69.5192682926829","69.9826829268293","70.2134146341463","70.4678048780488","70.8570731707317","71.0624390243902","71.2990243902439","71.8304878048781","71.5384146341463","71.2463414634146","","","",
"Guatemala","GTM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","46.702","47.219","47.75","48.295","48.856","49.434","50.032","50.646","51.267","51.889","52.501","53.091","53.652","54.181","54.676","55.14","55.577","56","56.418","56.84","57.272","57.719","58.183","58.661","59.154","59.661","60.176","60.694","61.214","61.735","62.261","62.799","63.352","63.921","64.502","65.09","65.678","66.257","66.817","67.351","67.849","68.304","68.717","69.092","69.437","69.763","70.085","70.415","70.76","71.122","71.494","71.867","72.227","72.562","72.869","73.15","73.409","73.654","",
"Guam","GUM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.97","61.481","61.986","62.482","62.968","63.443","63.907","64.361","64.805","65.239","65.662","66.074","66.473","66.86","67.235","67.599","67.951","68.292","68.624","68.947","69.262","69.567","69.864","70.151","70.431","70.701","70.96","71.209","71.45","71.687","71.925","72.167","72.42","72.685","72.967","73.267","73.589","73.93","74.283","74.646","75.01","75.369","75.715","76.047","76.362","76.663","76.956","77.249","77.543","77.84","78.134","78.419","78.689","78.938","79.168","79.379","79.575","79.763","",
"Guyana","GUY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.26","60.441","60.623","60.805","60.984","61.157","61.317","61.462","61.588","61.697","61.789","61.868","61.938","62.005","62.072","62.14","62.211","62.283","62.355","62.427","62.498","62.565","62.626","62.684","62.741","62.801","62.869","62.95","63.046","63.159","63.29","63.438","63.6","63.77","63.946","64.122","64.297","64.466","64.63","64.785","64.93","65.065","65.192","65.313","65.428","65.538","65.642","65.741","65.836","65.929","66.022","66.117","66.216","66.318","66.425","66.536","66.65","66.766","",
"High income","HIC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.4577778785283","68.8432740930652","68.8261325799645","69.0422011232905","69.4481091988981","69.5636655716602","69.8340134948152","70.066677487506","70.0146567441073","70.2207600480526","70.552430386353","70.8358836477858","71.1308293135136","71.3028194363494","71.7153038411793","72.0643786670592","72.3244883216628","72.6782350630483","72.8335879825214","73.1586008025212","73.1842193473389","73.5407202322369","73.8720022112421","73.9722921250751","74.2510497147387","74.3787287527099","74.6271504829004","74.895648960416","75.0130795853897","75.2596845463885","75.4220092054651","75.596612100048","75.8574004560851","75.9326945773598","76.21329713332","76.2804814720282","76.6516276617813","76.9853305009239","77.167301791429","77.3114331497428","77.5885101311577","77.8896143327584","78.0273180263785","78.1534057938279","78.5648325634333","78.6614491985499","78.9683676064157","79.2000207703472","79.3440112220749","79.6209233750369","79.79754559881","80.0366248783708","80.1544784722599","80.3322084358351","80.5886474463885","80.4690829158766","80.6268002204481","80.6843995711883","",
"Hong Kong SAR, China","HKG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","66.9616829268293","67.548756097561","68.1059756097561","68.6258536585366","69.1043658536585","69.5428780487805","69.9462195121951","70.3257804878049","70.6905365853659","71.0445609756098","71.386512195122","71.4585365853659","71.4560975609756","72.109756097561","72.6121951219512","73.3682926829268","72.819512195122","73.319512195122","73.5756097560976","73.6731707317073","74.6731707317073","75.3243902439025","75.4292682926829","75.2756097560976","76.0292682926829","76.4341463414634","76.6853658536585","76.8829268292683","77.0829268292683","77.0292682926829","77.3804878048781","77.8829268292683","77.6780487804878","78.0317073170732","78.5292682926829","78.6829268292683","79.6268292682927","80.1268292682927","80.1317073170732","80.3829268292683","80.8780487804878","81.4243902439025","81.4268292682927","81.3780487804878","81.8292682926829","81.6292682926829","82.3756097560976","82.3268292682927","82.3756097560976","82.7756097560976","82.9780487804878","83.4219512195122","83.4804878048781","83.8317073170732","83.9804878048781","84.2780487804878","84.2268292682927","84.6804878048781","",
"Honduras","HND","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","46.274","46.953","47.625","48.285","48.926","49.548","50.151","50.742","51.33","51.921","52.523","53.14","53.779","54.44","55.125","55.834","56.567","57.318","58.08","58.851","59.632","60.428","61.236","62.051","62.859","63.643","64.382","65.063","65.679","66.23","66.725","67.18","67.616","68.047","68.476","68.898","69.301","69.672","70.001","70.288","70.537","70.756","70.957","71.15","71.341","71.532","71.724","71.911","72.093","72.27","72.446","72.624","72.805","72.99","73.181","73.376","73.575","73.774","",
"Heavily indebted poor countries (HIPC)","HPC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","39.5823836643441","40.0157677570153","40.4416060139298","40.8586596794705","41.2673435337788","41.6697114772306","42.0693194670377","42.4694813589659","42.8725019186693","43.2783291194818","43.6873521235472","44.0989611992841","44.5102617034035","44.9168543012571","45.3164046647382","45.7037897356918","46.0742401362169","46.427279957156","46.7641986666827","47.0870189908699","47.4006718127573","47.7106401677273","48.0195302274972","48.3262294987669","48.6260586157551","48.90570846996","49.1476961546217","49.3407505084419","49.4821144247062","49.5841967725608","49.6701108281307","49.7695256278264","49.9037755447977","50.0785916804711","50.2844440803371","50.516141662379","50.775833515905","51.0693021258521","51.4027990130144","51.7839470529746","52.2232206441079","52.7316670982482","53.3106650982114","53.9544398286099","54.6516246632079","55.3866941807392","56.1428710686524","56.8998345442008","57.6388068662644","58.345109549122","59.0069307577126","59.618694549309","60.1865469229675","60.7156847946536","61.2064317658982","61.6605838521449","62.0811562608271","62.4739205869741","",
"Croatia","HRV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","64.6086585365854","65.015512195122","65.408243902439","65.7878780487805","66.1544390243903","66.5120487804878","66.8627804878049","67.2087317073171","67.5489268292683","67.8813658536585","68.2004878048781","68.5016341463415","68.7787317073171","69.029243902439","69.2527073170732","70.0019512195122","70.4553658536585","70.7443902439024","70.5387804878049","70.4273170731707","70.1753658536586","70.3443902439025","70.4826829268293","70.2748780487805","70.2185365853659","70.8860975609756","71.4190243902439","71.470243902439","71.4882926829268","71.8446341463415","72.1704878048781","72.1853658536586","71.2414634146342","71.5224390243903","71.8034146341464","72.0843902439024","72.3653658536585","72.4951219512195","72.3170731707317","72.6419512195122","72.8078048780488","74.5129268292683","74.7173170731707","74.6139024390244","75.520243902439","75.2446341463415","75.8368292682927","75.7056097560976","75.9121951219512","76.1682926829268","76.4756097560976","76.7756097560976","76.9243902439024","77.1268292682927","77.4780487804878","77.2756097560976","78.0219512195122","77.8268292682927","",
"Haiti","HTI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","42.113","42.697","43.277","43.849","44.412","44.955","45.472","45.955","46.405","46.823","47.215","47.592","47.965","48.341","48.723","49.107","49.485","49.849","50.196","50.527","50.852","51.182","51.527","51.892","52.279","52.68","53.088","53.492","53.881","54.253","54.609","54.954","55.296","55.639","55.981","56.316","56.635","56.933","57.209","57.467","57.716","57.969","58.239","58.535","58.86","59.219","59.61","60.023","60.448","60.876","61.296","61.699","62.078","62.432","62.757","63.055","63.33","63.589","",
"Hungary","HUN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.0031707317073","68.9360975609756","67.8658536585366","68.8741463414634","69.3809756097561","69.0712195121951","69.8224390243902","69.4070731707317","69.230243902439","69.3146341463415","69.1646341463415","69.0524390243903","69.6646341463415","69.5180487804878","69.2480487804878","69.29","69.5731707317073","69.8480487804878","69.3939024390244","69.6153658536585","69.0617073170732","69.1392682926829","69.3578048780488","68.9736585365854","69.0258536585366","68.9721951219512","69.1734146341463","69.6512195121951","70.0234146341463","69.4617073170732","69.3156097560976","69.3770731707317","69.1170731707317","69.1012195121951","69.469756097561","69.7917073170732","70.3287804878049","70.7024390243902","70.5578048780488","70.6770731707317","71.2463414634146","72.2487804878049","72.3487804878049","72.3","72.6487804878049","72.6487804878049","73.0975609756098","73.1512195121951","73.7024390243903","73.9048780487805","74.2073170731707","74.8585365853659","75.0634146341463","75.5658536585366","75.7634146341463","75.5682926829269","76.0634146341464","76.0634146341464","",
"IBRD only","IBD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","48.6675470584452","49.191443567316","49.7948650851885","50.5387901300943","51.4093267123564","52.3875479611436","53.4069251482586","54.4106452905842","55.3800668645224","56.2415305735115","57.0396491419093","57.7422688239799","58.3874207781525","58.9975741596047","59.5880992935854","60.1043586093508","60.6183034975664","61.0922037254199","61.5346852245928","61.9300655091459","62.2981915111516","62.6671928186747","63.0180602346784","63.3263294789247","63.6098773251769","63.9376987711368","64.3112342278078","64.6123150648017","64.9038534669909","65.1690715484494","65.4269308826965","65.6811395523157","65.8727093651476","66.0596902857561","66.3122885842943","66.5981775241773","66.9450732940864","67.3043609160612","67.6407064745394","67.9211425092754","68.2375112273983","68.560148171754","68.8702003472242","69.1747509414306","69.4917886716836","69.7806024619815","70.108245049808","70.4185569536865","70.7071642590767","71.0181929594606","71.2992528860097","71.5947332862082","71.8536643518493","72.1078006524804","72.3349351695257","72.5502332708593","72.7645258018032","72.9669410543554","",
"IDA & IBRD total","IBT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","47.5467074878059","48.061421112659","48.647682077947","49.3549866867654","50.1651612745414","51.0606768877719","51.9847336748774","52.8868840755623","53.7522973562998","54.5216393313481","55.2341057171623","55.8666053801153","56.4524677443446","57.0128586511877","57.560882186705","58.0514056044297","58.5440524156411","59.0055522674593","59.4411386117676","59.8357918252698","60.2039182500746","60.5707359894159","60.9176423691974","61.2250434614535","61.5072310010093","61.8193782000774","62.1613923152243","62.4375099273024","62.6977627469077","62.9322508962247","63.1547969629233","63.3762615461533","63.5391719071144","63.703783672081","63.9234921715111","64.1735625965184","64.4763733820081","64.7965874396342","65.0942073381875","65.3572357492616","65.658385874794","65.9692887462987","66.2796165613072","66.5960213388753","66.9312078845981","67.2517478694576","67.6073769215856","67.9516229540689","68.2778224273088","68.6171505147332","68.9261780535832","69.2385524082342","69.5162810781106","69.7841581949699","70.0254647483105","70.2518878535982","70.4723131400055","70.6796558503092","",
"IDA total","IDA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.9435714580064","42.4866305798503","43.0280821910576","43.5664238213389","44.0976644049416","44.6089935014203","45.0861428380114","45.5208265386122","45.9101331033552","46.2583608275496","46.5788550579039","46.891355345217","47.2156526623095","47.5662898333068","47.9507086988776","48.3736508744381","48.8335247253063","49.3158214303131","49.8022972008935","50.2772260015581","50.7300016901936","51.1918904620528","51.598473822491","51.9789328266242","52.3376208845526","52.6648080178373","52.9533577987428","53.2054540522777","53.4159851625833","53.611476962006","53.7844997686151","53.9533152113441","54.1301569502759","54.3159328511249","54.5170173855384","54.738919692782","54.984163219505","55.2489320880729","55.5301194236554","55.8409699001334","56.1855407235643","56.572934647276","57.0046344506769","57.4812355357965","57.9971724937818","58.5423173517617","59.1068377023508","59.6773616786127","60.2370660945204","60.7731434312231","61.2752327797138","61.739149173125","62.1683963867635","62.5689797316909","62.9431201188451","63.2927849748973","63.6210048058205","63.9323203212264","",
"IDA blend","IDB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","43.6422635411591","44.3007440732738","44.938480196414","45.5531096264869","46.1448983222492","46.714400971997","47.2642703302967","47.7991051368744","48.3203806389682","48.8284240729134","49.3225212768747","49.801424987581","50.2637994994679","50.709794190475","51.1378749443946","51.5531166563924","51.9588340517648","52.3574841914247","52.7497872757946","53.1330871800249","53.5014719988712","53.8471056156782","54.167353285728","54.4373415475764","54.6702065904379","54.8556502510714","54.9942690056283","55.0964491468825","55.1562994061017","55.1938611131073","55.2115123360628","55.199847537245","55.1760200296134","55.133333519301","55.0947040800052","55.0682989993816","55.0646815806513","55.0934743149778","55.1478080419336","55.2460161795525","55.4019553466328","55.6225470881818","55.9117729116642","56.2538544744938","56.6548864714955","57.1029006626199","57.589272167879","58.0979362140926","58.6107879439967","59.1136490110415","59.5988083023727","60.0481389141393","60.4551234456034","60.8305356231917","61.174460399665","61.4884296843972","61.7764709565388","62.0481127832484","",
"Indonesia","IDN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","48.651","49.281","49.897","50.499","51.09","51.672","52.249","52.824","53.397","53.968","54.537","55.1","55.655","56.197","56.726","57.24","57.742","58.23","58.707","59.171","59.618","60.045","60.451","60.836","61.203","61.555","61.899","62.241","62.583","62.929","63.281","63.638","63.998","64.353","64.701","65.032","65.339","65.617","65.866","66.087","66.285","66.467","66.643","66.82","67.002","67.191","67.386","67.581","67.775","67.964","68.15","68.331","68.509","68.684","68.856","69.025","69.191","69.355","",
"IDA only","IDX","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.129026286958","41.6171054877623","42.1125305221828","42.6143473015533","43.116680074305","43.6003996453477","44.0432062188122","44.4305164861495","44.7570490475384","45.0285278651568","45.2645935782707","45.4948633063727","45.7492841881471","46.049347154422","46.4070476438792","46.8273084167498","47.3064991932825","47.8222848754524","48.3475464324025","48.860478981617","49.3483069135074","49.8666484175054","50.310219625542","50.7414344441292","51.159015574249","51.5540085457442","51.9153245995214","52.2407944592522","52.5263589504379","52.8014029121242","53.0532442958699","53.3148554461312","53.5949002774006","53.898242821408","54.222207131607","54.5709884723995","54.9431201180808","55.3282133001947","55.7251577198566","56.1444867641623","56.5851340501651","57.0571106658986","57.5607018276529","58.1046587200637","58.6780499988719","59.2718346941014","59.8756740135614","60.4776480955021","61.0615841772347","61.6152811306921","62.1275417332637","62.600585038784","63.0423770373982","63.4570529709295","63.8478154715011","64.2166928207206","64.5661035696396","64.8980448010232","",
"Isle of Man","IMN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5292682926829","","","","","","","","77.9658536585366","","","","","","","","","","","","","","","","",
"India","IND","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.174","41.794","42.421","43.057","43.702","44.356","45.02","45.691","46.366","47.043","47.721","48.399","49.075","49.746","50.405","51.047","51.665","52.257","52.819","53.349","53.842","54.295","54.711","55.099","55.468","55.83","56.201","56.589","57.003","57.445","57.915","58.409","58.915","59.421","59.921","60.408","60.877","61.327","61.761","62.179","62.582","62.977","63.368","63.759","64.154","64.556","64.966","65.383","65.802","66.219","66.625","67.013","67.377","67.714","68.021","68.302","68.56","68.803","",
"Not classified","INX","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.796512195122","69.9782682926829","70.1340731707317","70.2729268292683","70.4012926829268","70.5231463414634","70.6384390243903","70.7451463414634","70.8442926829268","70.9378780487805","71.0314390243903","71.1285365853659","71.232243902439","71.3455609756098","71.4720243902439","71.6166097560976","71.7827804878049","71.969","72.1737317073171","72.3934634146342","72.623243902439","72.8560975609756","73.0880731707317","73.3136829268293","73.5314634146342","73.7423658536585","73.9514146341463","74.1625365853659","74.3777073170732","74.5959024390244","74.8090975609756","75.0052682926829","75.1809512195122","75.3361219512195","75.4768048780488","75.6175609756098","75.8317073170732","75.9853658536586","76.1804878048781","76.0829268292683","76.5365853658537","77.1341463414634","77.6341463414634","78.1390243902439","78.5390243902439","78.9439024390244","79.2414634146342","79.6414634146341","80.0951219512195","80.190243902439","80.7439024390244","80.7463414634146","80.8463414634146","80.9487804878049","81.3487804878049","81.4536585365854","81.7048780487805","81.9560975609756","",
